"full_name","Tm","Conf","Year","minutes","sos","srs","FG/40","FGA/40","FG%","FG3/40","FG3A/40","FG3%","FG2/40","FG2A/40","FG2%","FT/40","FTA/40","FT%","ORB/40","DRB/40","TRB/40","AST/40","STL/40","BLK/40","TOV/40","PF/40","PTS/40","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/40","OBPM","DBPM","BPM"
"Ricky Council","Wichita State","AAC",2021,327,"6.91","9.36","6.20","14.80","0.421","1.50","3.30","0.444","4.80","11.50","0.415","4.30","6.70","0.636","2.00","6.90","8.80","2.40","0.70","0.40","2.80","2.20","18.20","17.1","0.506","0.223","0.455","5.0","18.2","11.5","13.8","1.1","1.0","13.5","25.8","0.50","0.60","1.00","0.125","2.3","0.7","3.0"
"Ricky Council","Wichita State","AAC",2022,745,"6.00","8.11","5.90","13.50","0.437","1.40","4.60","0.306","4.50","9.00","0.503","4.80","5.70","0.849","1.90","6.20","8.10","2.40","1.70","0.80","3.20","2.00","18.00","19.9","0.556","0.337","0.421","5.3","17.8","11.4","14.0","2.5","2.1","16.6","24.6","1.50","1.40","2.90","0.154","3.2","2.3","5.5"
"Ricky Council","Arkansas","SEC",2023,1229,"9.87","15.99","6.10","14.10","0.433","1.10","4.10","0.270","5.00","10.00","0.500","5.60","7.10","0.794","1.10","3.20","4.20","2.60","1.30","0.40","2.40","2.10","18.90","17.6","0.542","0.292","0.505","3.2","9.1","6.2","12.9","1.9","0.9","12.3","24.7","2.60","1.80","4.40","0.143","3.4","1.6","5.0"
"Riley Welch","UC Irvine","Big West",2018,143,"-0.34","-0.22","1.10","3.60","0.308","0.60","2.20","0.250","0.60","1.40","0.400","1.10","1.40","0.800","0.60","3.40","3.90","4.20","0.60","0.00","2.00","6.20","3.90","3.8","0.455","0.615","0.385","1.6","8.9","5.3","17.4","0.8","0.0","31.3","7.9","0.00","0.20","0.20","0.059","-8.3","0.8","-7.6"
"Riley Welch","Kentucky","SEC",2020,3,"7.46","15.78","0.00","13.30","0.000","0.00","0.00",NULL,"0.00","13.30","0.000","0.00","0.00",NULL,"0.00","0.00","0.00","0.00","26.70","0.00","0.00","0.00","0.00","26.7","0.000","0.000","0.000","0.0","0.0","0.0","0.0","39.0","0.0","0.0","17.0","0.00","0.00","0.00","0.129","-12.1","16.4","4.2"
"Riley Welch","Kentucky","SEC",2021,6,"11.49","11.77","0.00","0.00",NULL,"0.00","0.00",NULL,"0.00","0.00",NULL,"0.00","0.00",NULL,"0.00","6.70","6.70","0.00","6.70","0.00","6.70","6.70","0.00","-0.2",NULL,NULL,NULL,"0.0","18.0","9.1","0.0","9.5","0.0","100.0","8.1","0.00","0.00","0.00","-0.045","-11.7","10.4","-1.3"
"RJ Godfrey","Clemson","ACC",2023,310,"3.71","10.53","5.50","9.30","0.597","0.40","1.20","0.333","5.20","8.10","0.635","2.20","3.40","0.654","2.80","6.10","8.90","1.40","1.00","2.20","3.20","6.50","13.70","16.2","0.628","0.125","0.361","9.0","16.7","13.1","6.9","1.5","6.4","22.9","18.8","0.40","0.60","1.00","0.132","-1.4","3.3","1.9"
"RJ Godfrey","Clemson","ACC",2024,557,"10.04","16.20","6.60","11.10","0.594","0.20","0.50","0.429","6.40","10.60","0.601","2.30","3.70","0.627","2.40","6.30","8.70","2.00","1.20","1.60","2.40","5.70","15.70","18.5","0.611","0.045","0.329","7.2","17.1","12.4","9.7","1.8","4.5","15.5","19.8","1.10","0.90","2.00","0.141","0.7","3.5","4.2"
"RJ Godfrey","Georgia","SEC",2025,641,"10.94","16.36","5.20","9.70","0.532","0.00","0.70","0.000","5.20","9.00","0.572","2.70","4.50","0.611","2.60","5.30","7.90","2.10","1.20","1.20","3.20","6.10","13.10","13.0","0.552","0.071","0.462","8.0","14.7","11.5","9.9","1.8","3.3","21.1","18.7","0.50","1.00","1.50","0.093","-1.5","2.8","1.3"
"RJ Melendez","Illinois","Big Ten",2022,187,"9.48","16.69","6.20","10.90","0.569","1.90","3.20","0.600","4.30","7.70","0.556","3.60","4.30","0.850","1.90","6.00","7.90","3.20","1.30","0.60","2.10","2.60","18.00","24.2","0.694","0.294","0.392","5.6","16.4","11.1","16.2","1.9","1.5","14.2","19.1","0.70","0.30","1.00","0.222","7.5","4.0","11.5"
"RJ Melendez","Illinois","Big Ten",2023,687,"7.65","14.81","3.70","9.90","0.376","1.40","5.30","0.264","2.30","4.60","0.506","2.30","2.80","0.833","1.80","4.70","6.50","1.60","1.30","0.80","1.70","3.20","11.20","11.9","0.498","0.535","0.282","5.2","13.1","9.2","7.3","1.8","2.0","13.5","16.1","0.70","1.20","1.90","0.112","0.2","2.7","2.9"
"RJ Melendez","Georgia","SEC",2024,742,"8.63","8.63","6.70","14.90","0.451","1.90","6.20","0.304","4.90","8.70","0.556","3.20","3.70","0.882","2.30","5.70","8.00","1.60","2.20","0.40","2.50","2.70","18.60","19.0","0.558","0.415","0.245","6.4","15.5","10.9","8.4","3.1","1.0","13.2","23.8","1.30","1.00","2.30","0.124","2.8","2.4","5.2"
"Robert Allen","Samford","Southern",2019,1058,"-2.03","0.69","4.70","9.90","0.475","0.90","3.10","0.277","3.80","6.70","0.567","2.20","3.30","0.655","2.60","7.70","10.30","1.90","1.10","1.10","2.40","3.30","12.40","15.2","0.542","0.318","0.333","8.0","19.8","14.4","8.2","1.5","3.3","17.5","17.2","1.30","1.50","2.80","0.105","-0.1","0.4","0.3"
"Robert Allen","Samford","Southern",2020,1059,"-1.13","-13.13","6.50","15.00","0.430","1.20","4.20","0.288","5.30","10.80","0.484","2.90","4.50","0.650","2.30","6.20","8.50","1.70","1.30","1.60","3.10","2.80","17.10","16.2","0.497","0.279","0.302","6.2","16.2","11.3","8.5","1.7","4.5","15.3","23.8","0.90","0.60","1.50","0.057","-0.9","-2.2","-3.1"
"Robert Allen","Mississippi","SEC",2021,452,"6.00","11.18","2.80","6.10","0.464","0.20","1.10","0.167","2.70","5.00","0.526","3.10","4.50","0.686","4.10","3.90","8.00","2.00","1.40","1.10","2.50","3.50","8.90","14.4","0.542","0.174","0.739","11.7","11.6","11.7","9.2","2.1","3.2","23.1","13.5","0.60","0.80","1.40","0.126","1.1","3.2","4.3"
"Rocket Watts","Michigan State","Big Ten",2020,602,"10.76","21.92","6.20","15.90","0.389","2.30","8.00","0.281","3.90","7.80","0.500","1.60","2.00","0.800","0.30","3.90","4.20","3.00","0.90","0.00","2.50","2.90","16.20","10.9","0.482","0.506","0.126","0.8","9.8","5.7","14.2","1.2","0.0","13.0","24.1","0.50","0.90","1.30","0.090","-0.1","1.2","1.2"
"Rocket Watts","Michigan State","Big Ten",2021,634,"11.48","9.80","5.10","15.20","0.336","1.40","5.50","0.253","3.70","9.70","0.383","2.00","2.60","0.780","0.60","2.40","3.00","4.80","0.30","0.00","2.80","3.30","13.60","6.9","0.415","0.361","0.170","1.6","6.7","4.2","24.4","0.4","0.0","14.5","24.1","-0.10","0.30","0.20","0.011","-2.2","-1.2","-3.4"
"Rocket Watts","Mississippi State","SEC",2022,255,"7.60","11.83","5.20","12.90","0.402","1.90","7.10","0.267","3.30","5.80","0.568","0.80","0.80","1.000","0.50","2.20","2.70","1.70","1.10","0.00","2.80","3.00","13.00","7.9","0.492","0.549","0.061","1.4","6.6","4.0","8.7","1.6","0.0","17.6","20.6","0.00","0.30","0.30","0.043","-1.9","-0.3","-2.1"
"Rodney Chatman","Chattanooga","Southern",2017,623,"-2.08","1.10","3.30","8.90","0.367","0.60","2.20","0.257","2.70","6.70","0.404","3.30","4.60","0.722","0.40","3.90","4.20","4.40","1.60","0.10","4.20","4.80","10.50","7.6","0.471","0.252","0.518","1.2","11.9","6.4","19.7","2.4","0.3","27.6","19.5","-0.30","0.80","0.50","0.034","-6.1","-0.1","-6.2"
"Rodney Chatman","Chattanooga","Southern",2018,970,"-4.05","-11.09","5.40","11.90","0.453","1.80","5.20","0.339","3.60","6.70","0.543","3.80","4.90","0.782","0.40","4.70","5.10","5.60","1.40","0.60","3.70","3.60","16.40","17.5","0.576","0.439","0.412","1.1","15.1","7.8","31.1","2.1","1.6","20.5","23.5","1.70","1.10","2.80","0.115","-0.1","-0.5","-0.6"
"Rodney Chatman","Dayton","A-10",2020,831,"3.69","19.17","3.70","9.00","0.404","1.70","4.80","0.360","1.90","4.20","0.455","2.50","3.40","0.718","0.50","3.10","3.70","4.80","1.90","0.20","3.00","4.10","11.50","12.4","0.539","0.532","0.378","1.8","8.6","5.6","18.9","2.8","0.5","22.1","18.1","1.00","1.50","2.60","0.123","-0.1","2.5","2.4"
"Rodney Chatman","Dayton","A-10",2021,387,"4.35","6.31","3.70","8.40","0.444","0.60","2.80","0.222","3.10","5.60","0.556","1.80","3.30","0.531","0.20","3.00","3.20","4.70","2.20","0.20","4.00","3.60","9.80","9.2","0.494","0.333","0.395","0.7","8.3","5.0","22.9","3.3","0.6","28.8","19.3","-0.10","0.60","0.50","0.049","-2.9","2.2","-0.7"
"Rodney Chatman","Vanderbilt","SEC",2022,420,"8.05","11.00","3.80","10.00","0.381","2.40","6.50","0.368","1.40","3.50","0.405","1.80","2.70","0.679","0.10","3.20","3.30","2.40","1.20","0.20","2.10","3.70","11.80","9.5","0.524","0.648","0.267","0.3","9.6","4.8","12.1","1.8","0.6","15.7","17.0","0.30","0.50","0.90","0.082","-0.7","2.2","1.5"
"Romello White","Arizona State","Pac-12",2018,752,"6.55","14.37","6.40","9.80","0.652","0.00","0.00",NULL,"6.40","9.80","0.652","4.50","8.20","0.552","4.20","7.50","11.70","0.70","0.40","1.20","2.30","5.30","17.30","20.1","0.632","0.000","0.837","12.0","20.7","16.4","3.3","0.6","3.4","14.6","19.6","2.00","1.00","3.10","0.162","2.1","0.2","2.2"
"Romello White","Arizona State","Pac-12",2019,850,"6.04","10.28","5.30","8.90","0.598","0.00","0.00",NULL,"5.30","8.90","0.598","3.30","5.70","0.579","3.60","4.70","8.30","0.50","0.60","1.10","2.10","5.00","13.90","15.4","0.600","0.000","0.640","9.8","12.5","11.2","2.5","0.8","3.4","15.4","16.3","1.60","1.10","2.70","0.126","0.5","1.3","1.8"
"Romello White","Arizona State","Pac-12",2020,855,"8.10","11.46","5.20","9.20","0.569","0.00","0.00",NULL,"5.20","9.20","0.569","3.80","5.60","0.683","3.80","8.60","12.40","1.50","0.70","1.60","2.90","3.50","14.30","19.1","0.602","0.000","0.609","10.0","23.8","16.7","6.9","0.9","4.6","19.9","17.6","1.70","1.60","3.30","0.155","1.9","2.2","4.1"
"Romello White","Mississippi","SEC",2021,779,"6.00","11.18","6.30","9.70","0.649","0.00","0.20","0.000","6.30","9.40","0.663","3.90","5.50","0.710","3.00","5.60","8.60","1.40","0.70","1.80","3.10","4.10","16.40","21.6","0.670","0.021","0.569","8.6","16.9","12.7","7.7","1.0","5.5","20.1","19.3","2.10","1.50","3.60","0.184","2.4","3.2","5.6"
"Ronnie Degray","Massachusetts","A-10",2021,411,"1.03","4.77","5.00","9.10","0.543","1.00","2.60","0.370","4.00","6.50","0.612","1.80","3.00","0.613","1.90","4.80","6.70","2.00","0.50","0.40","2.10","3.40","12.70","13.4","0.602","0.287","0.330","5.3","14.3","9.6","9.9","0.7","1.0","16.8","15.6","0.70","0.50","1.10","0.109","0.1","-0.3","-0.1"
"Ronnie Degray","Missouri","SEC",2022,836,"9.10","2.94","4.40","10.00","0.447","1.10","3.90","0.284","3.30","6.10","0.551","3.10","4.00","0.762","3.10","4.10","7.20","1.60","1.40","1.10","1.80","3.60","13.10","16.8","0.551","0.389","0.404","9.1","12.1","10.6","8.1","2.1","2.9","13.0","17.4","1.60","0.80","2.50","0.117","2.8","1.1","3.9"
"Rueben Chinyelu","Washington State","Pac-12",2024,483,"7.19","14.02","5.90","9.50","0.617","0.00","0.00",NULL,"5.90","9.50","0.617","1.90","3.90","0.489","5.50","8.90","14.40","0.40","0.60","3.70","3.10","6.30","13.70","20.4","0.601","0.000","0.409","16.2","25.5","21.0","2.0","0.9","9.6","21.2","18.6","0.70","1.10","1.90","0.154","-0.4","3.2","2.8"
"Rueben Chinyelu","Florida","SEC",2025,761,"12.60","27.78","5.40","9.00","0.599","0.00","0.00",NULL,"5.40","9.00","0.599","1.70","2.90","0.582","4.90","8.90","13.80","1.40","1.10","1.80","2.00","5.90","12.50","18.2","0.601","0.000","0.320","13.7","22.4","18.3","5.7","1.5","4.7","16.1","14.7","1.60","1.70","3.30","0.173","2.1","3.9","6.0"
"Russel Tchewa","Texas Tech","Big 12",2020,117,"8.41","16.83","5.80","11.60","0.500","0.00","0.00",NULL,"5.80","11.60","0.500","1.40","2.40","0.571","2.70","4.40","7.20","1.40","1.00","2.40","3.10","5.50","13.00","13.1","0.509","0.000","0.206","8.6","13.1","10.9","7.2","1.5","7.0","19.4","20.5","0.00","0.20","0.30","0.097","-3.3","2.4","-1.0"
"Russel Tchewa","South Florida","AAC",2021,259,"6.27","-0.02","4.30","9.60","0.452","0.00","0.00",NULL,"4.30","9.60","0.452","2.50","5.30","0.471","3.40","4.60","8.00","0.30","0.80","0.90","2.80","6.30","11.10","8.7","0.461","0.000","0.548","9.1","13.7","11.3","1.6","1.1","2.9","18.7","18.3","0.00","0.20","0.20","0.030","-5.2","-0.3","-5.5"
"Russel Tchewa","South Florida","AAC",2022,727,"4.40","-3.05","5.00","10.50","0.471","0.00","0.00",NULL,"5.00","10.50","0.471","2.90","5.00","0.571","3.40","5.80","9.10","0.50","0.50","0.30","2.00","3.00","12.80","13.1","0.495","0.000","0.476","8.8","17.2","12.7","3.0","0.8","1.1","13.6","19.3","0.50","0.90","1.40","0.079","-1.6","-0.6","-2.2"
"Russel Tchewa","South Florida","AAC",2023,941,"1.95","1.95","5.10","8.40","0.606","0.00","0.00","0.000","5.10","8.40","0.609","4.00","6.50","0.614","3.40","7.50","10.90","1.10","0.80","0.30","2.80","3.10","14.20","17.1","0.617","0.005","0.773","9.6","21.3","15.4","5.4","1.2","1.0","19.4","17.6","1.70","1.20","2.90","0.124","0.6","-0.3","0.4"
"Russel Tchewa","Georgia","SEC",2024,886,"8.63","8.63","4.40","7.90","0.554","0.00","0.00","0.000","4.40","7.90","0.557","3.30","4.90","0.679","3.20","7.10","10.20","2.10","0.80","0.90","3.10","3.70","12.10","14.3","0.591","0.006","0.623","8.7","19.2","14.0","9.9","1.1","2.2","23.3","16.5","1.00","1.10","2.10","0.095","-0.3","2.0","1.6"
"Sam Alexis","Chattanooga","Southern",2023,379,"-3.34","-2.34","6.50","12.60","0.521","1.30","3.50","0.364","5.30","9.10","0.581","2.50","4.40","0.571","5.00","8.00","13.00","2.70","0.80","2.00","2.80","5.50","16.90","22.0","0.576","0.277","0.353","14.6","22.4","18.6","13.9","1.2","5.8","16.3","22.4","1.00","0.60","1.50","0.162","-1.1","-1.3","-2.4"
"Sam Alexis","Chattanooga","Southern",2024,872,"-3.85","-0.21","6.80","12.40","0.550","0.60","2.40","0.269","6.20","10.00","0.616","2.00","4.20","0.484","4.00","9.70","13.70","2.70","0.50","3.20","2.80","3.00","16.30","22.8","0.566","0.192","0.336","12.5","25.7","19.6","13.6","0.7","9.1","16.3","22.2","1.90","1.70","3.50","0.163","1.3","0.5","1.8"
"Sam Alexis","Florida","SEC",2025,286,"12.60","27.78","6.60","14.10","0.465","0.60","2.80","0.200","6.00","11.30","0.531","2.00","3.60","0.538","5.20","6.40","11.60","1.30","1.00","2.10","2.70","5.50","15.70","16.3","0.494","0.198","0.257","14.5","16.2","15.4","5.5","1.4","5.5","14.4","22.0","0.40","0.60","0.90","0.130","-0.2","2.5","2.3"
"Sam Godwin","Wofford","Southern",2021,354,"-0.24","1.76","6.00","9.00","0.663","0.00","0.20","0.000","6.00","8.80","0.679","3.50","5.30","0.660","5.00","4.30","9.30","1.90","0.70","1.80","1.90","4.60","15.50","24.0","0.669","0.025","0.588","15.4","12.5","13.9","9.2","1.0","5.5","14.2","17.6","1.40","0.50","1.90","0.214","1.5","0.4","2.0"
"Sam Godwin","Wofford","Southern",2022,418,"-1.55","2.01","7.40","11.90","0.621","0.10","0.20","0.500","7.30","11.70","0.623","3.30","4.90","0.686","4.60","4.30","8.90","1.80","1.20","0.60","2.70","5.70","18.20","23.6","0.641","0.016","0.411","15.4","15.0","15.2","10.0","1.9","2.1","15.9","22.9","1.50","0.50","2.00","0.195","0.4","-0.8","-0.4"
"Sam Godwin","Oklahoma","Big 12",2023,413,"11.25","11.38","6.20","9.40","0.660","0.00","0.00",NULL,"6.20","9.40","0.660","2.70","4.40","0.622","4.60","5.50","10.20","1.40","0.90","2.00","1.70","7.00","15.10","22.3","0.659","0.000","0.464","15.3","15.9","15.6","7.5","1.3","5.1","13.2","17.9","1.30","0.70","2.00","0.194","2.9","2.5","5.4"
"Sam Godwin","Oklahoma","Big 12",2024,581,"8.07","14.66","5.20","8.70","0.595","0.00","0.00",NULL,"5.20","8.70","0.595","4.00","6.10","0.652","6.70","4.50","11.20","1.50","1.00","1.20","2.80","5.40","14.30","19.9","0.618","0.000","0.706","20.9","13.0","16.8","7.3","1.5","3.2","19.2","18.4","1.60","0.90","2.50","0.174","2.9","1.4","4.3"
"Sam Godwin","Oklahoma","SEC",2025,572,"11.22","14.86","5.60","9.40","0.593","0.00","0.00",NULL,"5.60","9.40","0.593","2.50","4.50","0.563","5.00","5.90","10.80","1.70","1.80","1.30","2.40","5.40","13.70","18.6","0.593","0.000","0.474","15.6","16.9","16.3","8.2","2.6","3.9","17.5","17.9","1.20","0.80","2.00","0.139","1.8","1.9","3.7"
"Sean East","Massachusetts","A-10",2020,872,"3.79","1.12","4.90","12.20","0.398","1.20","3.70","0.321","3.70","8.50","0.432","2.30","2.90","0.781","1.00","2.60","3.50","7.00","1.60","0.00","3.80","3.10","13.20","13.6","0.486","0.305","0.241","2.8","7.7","5.2","36.2","2.3","0.1","21.9","22.3","0.80","0.70","1.50","0.069","0.0","-1.4","-1.4"
"Sean East","Bradley","MVC",2021,672,"1.17","0.32","5.20","12.20","0.424","1.30","3.80","0.349","3.90","8.50","0.458","1.20","1.40","0.833","1.00","3.60","4.60","5.20","1.40","0.10","2.30","2.70","12.90","15.2","0.499","0.307","0.117","2.8","10.2","6.5","25.1","2.2","0.4","14.9","19.7","1.00","0.90","1.90","0.114","0.5","0.7","1.2"
"Sean East","Missouri","SEC",2023,814,"6.89","11.41","4.70","10.50","0.444","0.70","3.30","0.221","3.90","7.20","0.548","2.50","3.00","0.836","0.70","2.80","3.50","4.40","2.30","0.10","2.60","3.40","12.60","13.5","0.527","0.318","0.285","2.2","8.3","5.3","18.7","3.3","0.3","17.9","18.5","1.00","0.70","1.60","0.080","0.0","0.7","0.6"
"Sean Pedulla","Virginia Tech","ACC",2022,466,"6.48","14.48","5.30","12.40","0.428","2.90","6.50","0.447","2.40","5.90","0.406","3.10","3.40","0.900","0.50","3.10","3.60","4.00","1.80","0.10","2.70","4.60","16.70","17.9","0.591","0.524","0.276","1.7","9.7","5.8","19.7","2.8","0.3","15.9","23.2","1.20","0.70","1.90","0.164","2.0","2.2","4.2"
"Sean Pedulla","Virginia Tech","ACC",2023,1212,"5.30","9.36","5.90","14.20","0.416","2.20","6.40","0.344","3.70","7.80","0.477","2.80","3.30","0.859","0.50","3.60","4.10","4.30","1.40","0.20","2.30","3.10","16.80","16.2","0.535","0.453","0.230","1.4","10.5","6.1","20.1","2.0","0.5","13.0","24.1","2.20","1.20","3.40","0.112","1.7","0.5","2.2"
"Sean Pedulla","Virginia Tech","ACC",2024,1026,"7.97","11.91","6.70","15.80","0.424","2.10","6.40","0.325","4.60","9.50","0.490","5.00","6.30","0.801","0.70","4.60","5.30","5.80","1.40","0.10","4.10","2.80","20.50","18.1","0.545","0.401","0.397","2.4","13.7","8.2","29.8","2.1","0.3","17.7","30.1","1.70","1.30","3.00","0.118","3.5","0.9","4.4"
"Sean Pedulla","Mississippi","SEC",2025,1181,"12.80","18.28","6.30","14.40","0.441","2.90","7.50","0.392","3.40","6.80","0.495","3.20","3.90","0.825","0.50","3.70","4.30","4.60","2.30","0.20","2.50","3.20","18.80","19.1","0.580","0.524","0.269","1.5","10.9","6.1","22.7","3.3","0.7","13.2","23.8","2.60","1.70","4.30","0.145","5.0","3.4","8.4"
"Sebastian Mack","UCLA","Pac-12",2024,882,"7.84","7.50","5.60","14.40","0.387","1.30","4.50","0.283","4.30","9.90","0.434","5.70","7.80","0.727","1.00","4.40","5.40","2.40","2.00","0.10","2.40","3.50","18.10","16.3","0.499","0.311","0.541","2.8","13.5","8.1","13.5","3.1","0.3","11.5","27.2","1.10","1.50","2.60","0.116","1.1","2.4","3.5"
"Sebastian Mack","UCLA","Big Ten",2025,713,"10.71","19.68","5.70","13.30","0.426","1.20","3.90","0.314","4.40","9.40","0.473","5.70","7.60","0.743","0.60","3.50","4.00","3.30","1.70","0.10","2.60","3.30","18.20","15.7","0.539","0.295","0.574","1.7","11.2","6.3","15.7","2.6","0.2","13.5","25.4","1.20","1.20","2.40","0.134","1.5","2.8","4.3"
"Sebastian Mack","Missouri","SEC",2026,294,"6.19","11.91","6.50","16.10","0.407","1.20","4.50","0.273","5.30","11.60","0.459","2.90","4.20","0.677","0.70","2.40","3.10","1.50","2.20","0.10","2.60","3.30","17.10","10.9","0.475","0.280","0.263","2.1","6.9","4.6","7.0","3.2","0.4","12.5","25.6","0.00","0.30","0.30","0.046","-4.2","0.1","-4.1"
"Seventh Woods","North Carolina","ACC",2017,309,"11.76","24.84","2.20","7.80","0.283","0.30","1.40","0.182","1.90","6.30","0.306","3.20","5.30","0.610","0.80","6.30","7.10","6.30","2.70","0.30","5.40","3.60","7.90","7.0","0.384","0.183","0.683","2.0","17.2","9.5","22.4","3.7","0.7","34.6","17.8","-0.50","0.70","0.20","0.028","-4.1","5.5","1.5"
"Seventh Woods","North Carolina","ACC",2018,140,"11.78","20.07","2.60","8.60","0.300","0.00","1.10","0.000","2.60","7.40","0.346","1.10","1.40","0.800","0.30","3.70","4.00","5.70","1.70","0.30","3.40","6.00","6.30","3.5","0.340","0.133","0.167","0.8","9.7","5.3","21.0","2.4","0.8","27.0","14.8","-0.10","0.20","0.00","0.009","-5.8","3.2","-2.6"
"Seventh Woods","North Carolina","ACC",2019,366,"11.35","23.94","3.40","8.10","0.419","0.40","1.10","0.400","3.00","7.00","0.422","2.00","3.10","0.643","0.40","3.20","3.60","7.80","3.30","0.40","5.60","4.30","9.20","9.6","0.481","0.135","0.378","1.2","8.0","4.6","28.2","4.3","1.3","36.9","16.9","-0.20","0.80","0.60","0.062","-2.6","4.6","2.0"
"Seventh Woods","South Carolina","SEC",2021,342,"10.01","3.39","4.90","13.30","0.368","0.60","3.20","0.185","4.30","10.20","0.425","0.90","1.40","0.667","0.50","3.00","3.50","4.10","2.30","0.10","4.10","4.60","11.30","6.0","0.405","0.237","0.105","1.2","9.0","4.8","18.6","3.1","0.3","22.6","20.5","-0.40","0.30","-0.20","-0.019","-4.9","1.0","-3.9"
"Shakeel Moore","NC State","ACC",2021,465,"6.48","9.60","5.80","13.20","0.438","1.80","5.20","0.344","4.00","7.90","0.500","1.30","2.50","0.517","0.80","4.60","5.40","3.70","3.00","0.70","3.70","4.10","14.60","15.3","0.510","0.399","0.190","2.4","14.0","8.2","17.7","4.4","1.9","20.5","23.2","0.20","0.80","1.00","0.085","0.0","3.3","3.3"
"Shakeel Moore","Mississippi State","SEC",2022,951,"7.60","11.83","4.50","11.40","0.396","1.90","5.90","0.314","2.60","5.50","0.485","1.60","2.10","0.765","0.70","3.70","4.30","3.20","2.30","0.40","2.40","2.80","12.50","13.5","0.505","0.519","0.189","2.1","11.0","6.6","15.4","3.4","1.3","16.0","18.9","0.90","1.50","2.40","0.102","0.7","3.1","3.8"
"Shareef O'Neal","UCLA","Pac-12",2020,132,"8.23","9.83","2.70","8.50","0.321","0.60","1.80","0.333","2.10","6.70","0.318","2.70","5.80","0.474","5.20","6.40","11.50","0.90","1.20","0.90","2.70","5.50","8.80","9.7","0.392","0.214","0.679","15.0","19.4","17.2","4.3","1.8","2.8","19.6","17.8","0.00","0.20","0.20","0.048","-1.5","-0.8","-2.4"
"Shareef O'Neal","Louisiana State","SEC",2021,145,"9.14","15.70","2.50","6.60","0.375","0.60","3.00","0.182","1.90","3.60","0.538","2.20","4.40","0.500","3.60","8.60","12.10","0.00","1.40","1.40","1.10","6.10","7.70","11.1","0.443","0.458","0.667","9.9","21.6","16.0","0.0","1.9","3.9","11.2","11.7","0.10","0.20","0.30","0.092","-0.8","0.1","-0.7"
"Simeon Wilcher","St. John's (NY)","Big East",2024,255,"9.58","16.49","4.90","11.30","0.431","1.60","3.80","0.417","3.30","7.50","0.438","0.80","1.30","0.625","1.10","2.70","3.80","4.90","1.10","0.90","3.60","4.50","12.10","9.9","0.508","0.333","0.111","2.9","7.6","5.2","19.8","1.6","2.5","23.3","18.4","0.10","0.20","0.40","0.056","-1.6","1.4","-0.2"
"Simeon Wilcher","St. John's (NY)","Big East",2025,915,"8.56","21.25","5.00","12.20","0.407","1.40","4.90","0.297","3.50","7.40","0.479","1.20","1.70","0.737","0.60","2.30","2.90","2.10","1.70","0.70","2.20","4.20","12.60","9.0","0.485","0.396","0.136","1.6","6.2","3.9","9.0","2.4","1.9","14.6","18.0","0.30","1.90","2.20","0.096","-2.6","4.2","1.6"
"Simeon Wilcher","Texas","SEC",2026,502,"8.37","17.96","4.20","11.00","0.384","2.20","6.20","0.359","2.00","4.80","0.417","3.50","3.70","0.957","1.00","3.30","4.30","4.10","1.50","0.60","2.80","4.40","14.20","13.2","0.557","0.565","0.333","2.9","9.3","6.3","16.7","2.2","1.5","18.0","19.0","0.80","0.60","1.50","0.116","1.7","2.0","3.8"
"Stanley Umude","South Dakota","Summit",2018,47,"-2.60","6.17","3.40","11.90","0.286","0.00","2.60","0.000","3.40","9.40","0.364","6.00","8.50","0.700","0.00","6.00","6.00","1.70","0.90","1.70","5.10","2.60","12.80","4.2","0.400","0.214","0.714","0.0","15.9","8.3","6.6","1.2","4.6","24.2","25.6","-0.10","0.10","0.00","-0.016","-12.3","-2.1","-14.4"
"Stanley Umude","South Dakota","Summit",2019,797,"-3.06","-5.52","7.80","16.00","0.491","1.30","3.70","0.351","6.50","12.20","0.533","4.70","6.70","0.701","1.60","6.70","8.30","2.10","1.10","1.90","2.60","4.50","21.70","23.0","0.566","0.233","0.421","4.9","20.7","12.7","12.6","1.6","5.3","11.8","28.9","1.80","1.10","3.00","0.148","1.3","0.6","1.9"
"Stanley Umude","South Dakota","Summit",2020,977,"-3.84","-1.74","7.80","16.90","0.459","1.50","4.40","0.333","6.30","12.50","0.503","4.80","6.40","0.745","0.90","7.30","8.20","2.70","0.90","1.80","2.70","3.10","21.80","22.2","0.545","0.261","0.379","2.9","21.7","12.7","13.5","1.2","4.6","11.7","29.2","2.20","1.10","3.40","0.138","2.0","-0.6","1.4"
"Stanley Umude","South Dakota","Summit",2021,807,"-3.50","-1.25","9.60","20.30","0.471","1.90","5.50","0.355","7.60","14.90","0.513","5.70","7.10","0.799","0.60","8.00","8.70","3.70","0.50","0.40","3.10","2.60","26.80","25.5","0.564","0.268","0.351","2.0","22.1","12.6","21.1","0.8","1.3","11.6","34.8","2.60","0.90","3.50","0.174","4.1","-1.5","2.7"
"Stanley Umude","Arkansas","SEC",2022,1028,"8.62","16.27","6.30","13.70","0.460","2.10","5.60","0.371","4.20","8.10","0.522","2.50","3.40","0.724","1.60","5.10","6.70","1.60","1.40","1.20","2.30","3.30","17.10","17.0","0.559","0.406","0.247","4.4","14.1","9.2","8.1","2.0","3.3","12.9","21.2","1.80","1.90","3.70","0.144","2.8","3.1","6.0"
