"full_name","Tm","Conf","Year","minutes","sos","srs","FG/40","FGA/40","FG%","FG3/40","FG3A/40","FG3%","FG2/40","FG2A/40","FG2%","FT/40","FTA/40","FT%","ORB/40","DRB/40","TRB/40","AST/40","STL/40","BLK/40","TOV/40","PF/40","PTS/40","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/40","OBPM","DBPM","BPM"
"Dedan Thomas","Louisiana State","SEC",2026,471,"8.00","13.40","7.00","15.40","0.459","1.10","3.70","0.302","5.90","11.70","0.507","5.50","6.60","0.833","0.40","3.20","3.70","8.80","1.30","0.30","2.20","2.00","20.70","23.2","0.560","0.238","0.431","1.3","8.7","5.2","43.4","1.9","0.9","10.7","25.9","1.70","0.40","2.10","0.182","6.4","0.7","7.1"
"Denijay Harris","Southern Mississippi","CUSA",2021,376,"-2.10","-6.88","3.10","6.40","0.483","0.00","0.10","0.000","3.10","6.30","0.492","1.70","2.80","0.615","3.30","7.00","10.30","1.00","1.40","0.20","2.20","2.70","7.90","11.6","0.511","0.017","0.433","9.7","20.1","15.0","4.6","2.0","0.7","22.5","12.9","0.20","0.70","0.90","0.092","-2.4","0.8","-1.6"
"Denijay Harris","Southern Mississippi","CUSA",2022,458,"-0.38","-13.58","3.10","6.80","0.462","0.00","0.00",NULL,"3.10","6.80","0.462","1.70","3.00","0.588","1.80","4.80","6.60","1.70","1.10","0.40","2.80","3.90","8.00","7.8","0.489","0.000","0.436","5.3","13.8","9.6","8.3","1.7","1.3","25.4","14.4","-0.10","0.30","0.10","0.011","-4.8","-1.1","-5.9"
"Denijay Harris","Southern Mississippi","Sun Belt",2023,678,"-1.56","3.31","6.10","10.90","0.562","0.00","0.10","0.000","6.10","10.90","0.565","2.40","3.50","0.678","3.10","6.30","9.30","1.00","0.90","0.30","2.60","1.90","14.60","16.4","0.582","0.005","0.319","8.9","17.5","13.2","4.9","1.4","0.8","17.1","19.0","1.00","1.20","2.20","0.130","-0.1","-0.7","-0.7"
"Denijay Harris","Arkansas","SEC",2024,49,"8.15","6.12","1.60","3.30","0.500","0.00","0.00",NULL,"1.60","3.30","0.500","2.40","6.50","0.375","3.30","4.10","7.30","2.40","0.00","0.80","2.40","3.30","5.70","6.3","0.449","0.000","2.000","9.8","11.2","10.5","10.2","0.0","2.0","27.8","10.9","0.00","0.00","0.00","0.013","-3.4","-1.4","-4.8"
"Denver Jones","Florida International","CUSA",2022,831,"-3.27","-6.47","5.50","14.20","0.388","2.40","6.80","0.345","3.10","7.30","0.428","5.40","6.00","0.896","1.10","4.50","5.50","3.40","1.30","0.10","2.50","2.20","18.70","18.6","0.550","0.483","0.425","3.0","12.6","7.9","17.6","2.0","0.3","12.8","24.8","2.10","0.90","3.00","0.145","2.2","-0.8","1.4"
"Denver Jones","Florida International","CUSA",2023,935,"0.32","-2.71","8.00","16.70","0.478","2.50","6.80","0.371","5.50","9.90","0.552","5.60","6.60","0.845","1.10","3.50","4.60","2.40","2.10","0.00","3.90","1.90","24.10","22.5","0.607","0.407","0.396","3.2","9.9","6.7","12.8","3.0","0.1","16.2","29.8","2.40","0.90","3.40","0.144","4.3","-0.9","3.4"
"Denver Jones","Auburn","SEC",2024,766,"7.66","22.46","5.20","11.70","0.442","2.70","6.40","0.418","2.50","5.30","0.471","3.60","4.20","0.863","1.00","2.60","3.60","2.50","1.30","0.20","1.60","2.20","16.60","15.9","0.607","0.545","0.357","2.9","6.7","4.9","10.4","1.8","0.4","10.6","18.6","1.90","1.10","3.00","0.157","4.0","2.0","6.0"
"Devin McGlockton","Boston College","ACC",2023,577,"4.73","1.09","5.10","9.30","0.552","0.50","1.00","0.500","4.60","8.30","0.558","3.20","4.10","0.780","3.40","5.50","8.90","2.10","1.20","1.70","2.10","6.00","13.90","19.6","0.620","0.104","0.440","10.1","16.8","13.4","10.7","1.8","4.9","15.6","17.6","1.40","0.70","2.20","0.151","1.0","2.2","3.2"
"Devin McGlockton","Boston College","ACC",2024,1077,"7.25","9.48","5.50","9.60","0.575","0.80","2.20","0.367","4.70","7.40","0.638","1.80","2.50","0.727","3.50","4.90","8.40","1.70","0.70","1.10","1.30","4.20","13.70","18.4","0.634","0.232","0.255","10.3","13.9","12.1","7.8","1.1","3.0","11.0","15.8","2.90","1.10","4.10","0.152","3.1","1.0","4.1"
"Devin McGlockton","Vanderbilt","SEC",2025,826,"10.05","14.66","6.70","11.80","0.568","1.30","3.70","0.338","5.40","8.00","0.675","1.80","2.80","0.667","5.00","7.60","12.60","1.50","1.20","1.70","1.40","4.80","16.50","23.4","0.629","0.317","0.235","13.8","23.1","18.2","7.4","1.7","5.0","9.4","17.8","2.70","1.20","3.90","0.189","5.4","1.7","7.1"
"Devon Pryor","Texas","Big 12",2024,25,"9.41","15.91","3.20","14.40","0.222","1.60","8.00","0.200","1.60","6.40","0.250","0.00","0.00",NULL,"8.00","3.20","11.20","0.00","0.00","0.00","0.00","4.80","8.00","5.8","0.278","0.556","0.000","24.1","9.1","16.4","0.0","0.0","0.0","0.0","18.4","0.00","0.00","0.00","0.038","-4.1","-4.5","-8.6"
"Devon Pryor","Texas","SEC",2025,278,"9.79","15.65","4.20","8.10","0.518","0.40","2.30","0.188","3.70","5.80","0.650","1.90","2.30","0.813","2.60","3.90","6.50","1.60","0.90","0.30","1.20","3.50","10.60","13.1","0.582","0.286","0.286","7.7","10.9","9.3","7.0","1.3","0.8","11.2","13.2","0.50","0.30","0.80","0.114","1.5","1.3","2.8"
"Dexter Dennis","Wichita State","AAC",2019,908,"5.91","7.72","4.40","11.10","0.399","2.40","5.90","0.400","2.10","5.20","0.398","1.70","2.60","0.661","2.20","5.90","8.20","1.30","0.50","0.80","1.80","3.70","13.00","12.9","0.525","0.534","0.233","5.9","16.8","11.2","6.4","0.8","2.4","12.5","17.3","1.10","1.40","2.50","0.109","1.3","1.7","3.0"
"Dexter Dennis","Wichita State","AAC",2020,721,"5.60","13.66","4.80","13.90","0.348","2.80","8.40","0.336","2.00","5.40","0.367","1.80","2.20","0.846","2.30","5.40","7.80","1.70","0.80","0.60","1.60","3.50","14.30","13.1","0.480","0.608","0.156","6.2","15.3","10.6","8.4","1.2","1.6","9.7","19.9","1.00","1.50","2.40","0.134","2.0","1.9","3.9"
"Dexter Dennis","Wichita State","AAC",2021,631,"6.91","9.36","4.20","11.40","0.367","2.30","6.80","0.336","1.90","4.60","0.411","2.70","3.40","0.796","1.80","4.30","6.10","1.10","1.00","1.10","1.90","3.00","13.40","13.2","0.513","0.594","0.300","4.7","11.4","8.0","5.8","1.5","2.9","12.7","18.5","0.80","1.00","1.80","0.111","1.3","1.6","2.9"
"Dexter Dennis","Wichita State","AAC",2022,841,"6.00","8.11","3.40","9.70","0.353","1.70","5.60","0.297","1.80","4.10","0.430","2.30","2.90","0.787","1.90","4.50","6.40","2.00","1.10","1.10","1.80","2.80","10.80","12.3","0.487","0.578","0.299","5.2","12.9","9.0","10.1","1.7","3.2","14.0","16.3","0.80","1.30","2.10","0.102","0.4","2.1","2.5"
"Dexter Dennis","Texas A&M","SEC",2023,976,"7.42","13.76","4.40","11.20","0.392","1.80","5.80","0.310","2.60","5.40","0.481","2.60","3.40","0.771","1.80","6.10","8.00","1.70","1.10","0.90","1.40","2.70","13.20","15.2","0.515","0.520","0.304","5.5","17.6","11.6","8.8","1.6","2.9","9.6","17.8","1.80","1.60","3.40","0.140","3.4","2.6","5.9"
"Dimencio Vaughn","Rider","MAAC",2017,128,"-5.28","-5.34","5.00","12.20","0.410","0.60","2.20","0.286","4.40","10.00","0.438","2.80","4.40","0.643","4.10","6.90","10.90","0.30","2.80","0.30","4.70","4.10","13.40","11.3","0.471","0.179","0.359","10.6","18.2","14.4","1.4","3.8","0.8","24.7","21.9","-0.10","0.20","0.10","0.039","-3.7","1.4","-2.3"
"Dimencio Vaughn","Rider","MAAC",2018,804,"-2.65","0.94","8.20","16.10","0.508","1.30","3.80","0.351","6.80","12.20","0.557","5.60","7.40","0.764","3.70","5.90","9.60","1.50","2.60","1.00","3.40","4.10","23.30","24.9","0.595","0.238","0.458","9.4","16.3","12.7","7.4","3.5","3.1","14.9","26.1","2.20","1.30","3.60","0.177","3.5","0.8","4.3"
"Dimencio Vaughn","Rider","MAAC",2019,689,"-6.51","-4.96","5.50","13.10","0.420","1.70","5.30","0.319","3.80","7.80","0.489","3.80","5.60","0.688","1.70","6.40","8.10","2.30","2.80","1.00","2.90","3.70","16.50","17.3","0.525","0.403","0.425","4.5","18.6","11.1","10.4","3.8","3.1","15.5","21.8","0.80","1.30","2.10","0.119","-0.4","1.2","0.8"
"Dimencio Vaughn","Rider","MAAC",2020,949,"-5.49","-3.09","6.60","13.60","0.484","1.50","3.80","0.393","5.10","9.80","0.519","4.00","6.00","0.676","2.10","6.20","8.30","2.40","2.30","1.00","2.80","3.20","18.70","21.8","0.569","0.276","0.441","5.8","17.3","11.6","12.9","3.2","3.1","14.5","23.2","2.20","1.90","4.10","0.173","2.8","1.6","4.4"
"Dimencio Vaughn","Mississippi","SEC",2021,109,"6.00","11.18","3.70","10.30","0.357","0.70","4.40","0.167","2.90","5.90","0.500","1.80","4.80","0.385","2.20","6.60","8.80","1.50","2.20","0.40","5.50","7.00","9.90","3.2","0.395","0.429","0.464","6.4","19.7","12.9","6.9","3.3","1.1","30.5","22.7","-0.30","0.30","0.00","-0.012","-8.8","2.5","-6.3"
"Dji Bailey","Richmond","A-10",2021,67,"5.00","9.04","4.20","7.20","0.583","0.00","2.40","0.000","4.20","4.80","0.875","1.20","2.40","0.500","1.20","6.00","7.20","0.60","3.00","0.00","3.00","4.80","9.60","10.7","0.576","0.333","0.333","3.7","18.3","11.0","2.6","4.3","0.0","26.5","14.8","0.00","0.10","0.10","0.072","-6.5","3.5","-3.0"
"Dji Bailey","Richmond","A-10",2022,124,"4.48","7.07","3.90","6.50","0.600","0.00","1.60","0.000","3.90","4.80","0.800","1.90","3.20","0.600","1.30","2.30","3.50","1.30","1.90","0.30","2.30","3.50","9.70","11.0","0.606","0.250","0.500","3.8","6.7","5.3","6.1","2.9","0.9","22.0","13.7","0.10","0.10","0.20","0.077","-3.0","1.3","-1.7"
"Dji Bailey","Richmond","A-10",2023,287,"0.34","1.43","3.10","7.20","0.423","0.80","2.10","0.400","2.20","5.20","0.432","1.40","2.10","0.667","2.10","3.30","5.40","3.20","1.70","0.10","3.50","4.70","8.40","8.4","0.507","0.288","0.288","6.5","9.9","8.3","15.7","2.5","0.4","29.7","16.0","0.00","0.40","0.40","0.051","-4.2","1.1","-3.1"
"Dji Bailey","Richmond","A-10",2024,1026,"2.09","7.67","5.10","8.50","0.594","0.50","1.50","0.316","4.60","7.10","0.652","2.50","4.30","0.568","1.10","4.60","5.70","2.90","2.20","0.40","1.40","2.30","13.10","18.2","0.616","0.174","0.507","3.2","12.6","8.2","13.5","3.2","1.1","12.0","16.5","2.10","2.10","4.20","0.164","1.1","3.6","4.7"
"Dji Bailey","Louisiana State","SEC",2025,1005,"9.68","9.93","4.10","8.10","0.502","0.70","2.80","0.257","3.30","5.30","0.632","1.60","2.40","0.656","2.00","3.50","5.50","2.90","1.60","0.10","2.00","2.50","10.40","12.6","0.565","0.345","0.300","5.8","9.1","7.5","13.1","2.3","0.3","18.0","14.1","1.20","1.10","2.30","0.091","0.5","2.3","2.8"
"Dominick Welch","St. Bonaventure","A-10",2019,728,"0.25","3.34","3.60","9.30","0.388","2.40","6.50","0.361","1.30","2.80","0.451","0.70","1.30","0.500","1.60","4.50","6.00","1.90","0.80","0.70","1.90","2.30","10.30","11.3","0.515","0.700","0.141","4.8","13.0","9.0","9.3","1.3","2.3","15.8","15.8","0.50","1.20","1.80","0.096","0.4","1.6","2.0"
"Dominick Welch","St. Bonaventure","A-10",2020,1098,"1.62","3.12","4.60","11.50","0.400","2.60","7.10","0.369","2.00","4.40","0.450","1.60","2.00","0.768","2.00","5.80","7.80","2.40","1.30","0.40","2.20","2.80","13.40","15.6","0.537","0.619","0.178","5.9","16.6","11.3","11.5","1.9","1.2","15.2","19.1","1.80","1.50","3.20","0.117","2.6","0.7","3.3"
"Dominick Welch","St. Bonaventure","A-10",2021,719,"4.49","13.44","4.70","10.90","0.434","2.80","7.20","0.392","1.90","3.70","0.515","1.00","1.40","0.720","1.80","5.20","7.10","2.50","1.40","0.30","2.10","3.20","13.30","16.4","0.575","0.663","0.128","5.3","14.5","10.0","11.9","2.2","1.1","15.1","17.7","1.40","1.50","2.80","0.158","3.4","2.8","6.2"
"Dominick Welch","St. Bonaventure","A-10",2022,1238,"4.79","8.27","4.60","11.10","0.414","2.90","7.90","0.374","1.70","3.30","0.510","0.90","1.20","0.778","1.30","5.10","6.40","1.70","1.40","0.70","1.80","2.80","13.10","14.7","0.559","0.704","0.104","4.0","15.0","9.5","8.1","2.0","2.1","13.4","17.9","1.80","1.70","3.50","0.112","2.4","1.4","3.8"
"Dominick Welch","Alabama","SEC",2023,181,"9.65","23.19","2.70","9.90","0.267","1.50","6.90","0.226","1.10","3.10","0.357","2.00","2.70","0.750","1.50","5.70","7.30","1.30","0.70","1.10","2.00","3.80","8.80","5.8","0.394","0.689","0.267","4.1","13.4","9.1","5.4","0.9","2.5","15.1","15.4","-0.10","0.40","0.30","0.070","-2.6","3.2","0.5"
"Dre Davis","Louisville","ACC",2021,578,"8.90","10.35","3.50","8.90","0.398","0.80","3.30","0.250","2.70","5.50","0.488","2.50","3.30","0.750","2.40","2.00","4.40","1.50","0.80","0.40","2.30","3.50","10.40","9.8","0.497","0.375","0.375","6.7","5.5","6.1","7.2","1.2","1.2","18.0","16.5","0.50","0.60","1.00","0.071","-0.3","1.2","0.8"
"Dre Davis","Louisville","ACC",2022,600,"7.01","4.23","5.70","13.30","0.427","0.70","3.50","0.208","4.90","9.70","0.507","2.70","3.70","0.745","2.70","3.30","6.10","1.70","1.10","1.00","2.70","4.10","14.80","13.8","0.493","0.266","0.276","7.5","9.5","8.5","8.8","1.7","2.8","15.4","22.9","0.50","0.60","1.10","0.070","-0.3","1.0","0.7"
"Dre Davis","Seton Hall","Big East",2023,432,"8.50","11.00","7.00","13.60","0.517","1.70","4.10","0.409","5.40","9.50","0.563","4.60","5.40","0.862","1.80","5.40","7.10","1.40","1.10","0.70","3.50","4.00","20.40","20.1","0.630","0.299","0.395","5.1","15.4","10.3","8.3","1.6","2.1","17.9","25.1","1.00","0.80","1.70","0.161","3.7","1.8","5.5"
"Dre Davis","Seton Hall","Big East",2024,1219,"8.80","12.67","6.80","13.80","0.492","1.10","3.30","0.350","5.60","10.50","0.536","3.40","4.10","0.840","2.20","5.10","7.20","2.00","1.10","1.60","1.80","2.80","18.20","21.1","0.577","0.238","0.297","6.4","14.4","10.5","10.1","1.7","4.8","10.4","22.2","3.30","1.70","5.00","0.165","4.6","2.5","7.1"
"Dre Davis","Mississippi","SEC",2025,883,"12.80","18.28","5.70","12.50","0.455","1.10","3.50","0.325","4.50","9.00","0.505","3.10","4.60","0.683","2.70","4.80","7.40","2.00","1.50","1.50","1.90","4.60","15.60","16.6","0.533","0.280","0.367","7.5","13.9","10.6","9.6","2.2","4.8","11.3","21.0","1.30","1.30","2.70","0.122","2.1","2.8","4.9"
"Drew Buggs","Hawaii","Big West",2018,850,"-2.51","-2.33","4.00","10.00","0.401","0.90","2.90","0.323","3.10","7.10","0.433","2.50","3.80","0.654","1.20","4.00","5.20","5.10","2.20","0.20","3.00","3.60","11.40","12.6","0.485","0.292","0.382","3.7","12.7","8.1","25.8","3.1","0.6","20.4","19.1","0.40","1.60","2.00","0.093","-2.1","1.9","-0.2"
"Drew Buggs","Hawaii","Big West",2019,914,"-3.61","-1.30","4.60","9.80","0.466","0.70","2.60","0.267","3.90","7.10","0.540","2.20","3.00","0.735","2.10","3.80","5.80","7.40","1.20","0.40","3.10","3.50","12.00","16.6","0.537","0.269","0.305","6.2","11.5","8.8","35.6","1.8","1.0","21.8","18.7","1.90","1.20","3.10","0.135","1.1","0.3","1.3"
"Drew Buggs","Hawaii","Big West",2020,1045,"-2.10","-1.27","4.20","11.50","0.362","1.00","3.90","0.262","3.10","7.60","0.414","1.40","1.90","0.720","1.00","4.20","5.20","6.10","1.10","0.20","3.10","2.70","10.80","10.8","0.433","0.342","0.166","3.0","12.8","7.8","30.5","1.6","0.5","20.2","19.8","0.30","1.40","1.80","0.067","-2.0","-0.2","-2.1"
"Drew Buggs","Missouri","SEC",2021,355,"10.87","12.37","1.80","5.70","0.314","0.50","2.30","0.200","1.40","3.50","0.387","1.40","2.60","0.522","0.50","3.00","3.50","5.50","1.20","0.50","2.60","3.40","5.40","6.3","0.388","0.392","0.451","1.3","8.5","5.0","23.4","1.8","1.2","27.1","11.9","-0.10","0.30","0.20","0.027","-1.8","2.1","0.3"
"Dru Smith","Evansville","MVC",2017,630,"2.42","1.45","3.40","7.60","0.445","1.00","3.10","0.327","2.30","4.40","0.529","1.70","2.10","0.818","0.40","4.30","4.70","5.10","1.50","0.80","2.10","5.40","9.50","12.9","0.553","0.412","0.277","1.4","12.3","7.0","25.0","2.2","2.3","19.7","14.1","0.70","1.00","1.70","0.107","-0.9","2.4","1.5"
"Dru Smith","Evansville","MVC",2018,665,"1.35","0.68","6.00","10.40","0.578","1.60","3.40","0.482","4.40","7.00","0.624","4.50","5.20","0.862","0.60","4.00","4.60","6.10","2.70","0.60","4.20","3.60","18.20","24.4","0.705","0.324","0.503","2.0","11.8","7.1","36.3","4.1","2.0","24.6","23.3","1.90","1.50","3.50","0.208","4.0","5.2","9.2"
"Dru Smith","Missouri","SEC",2020,1017,"6.54","8.51","4.80","11.60","0.412","1.00","3.30","0.294","3.80","8.30","0.460","4.90","5.40","0.899","1.60","3.60","5.20","4.80","2.50","0.50","3.40","3.70","15.50","19.4","0.543","0.287","0.466","4.6","10.7","7.6","27.0","3.8","1.5","19.2","22.6","2.20","1.80","4.00","0.157","2.8","3.6","6.4"
"Dru Smith","Missouri","SEC",2021,886,"10.87","12.37","5.60","12.80","0.442","2.10","5.30","0.398","3.50","7.40","0.473","3.40","4.10","0.833","0.50","3.60","4.10","4.50","2.40","0.40","2.80","3.70","16.80","18.8","0.571","0.417","0.318","1.4","9.9","5.8","22.6","3.5","1.0","16.0","21.8","2.00","1.20","3.20","0.146","3.7","3.6","7.3"
"Duke Miles","Troy","Sun Belt",2021,635,"-4.06","-12.06","4.90","10.80","0.453","0.60","3.10","0.184","4.30","7.70","0.561","3.70","5.10","0.728","0.70","4.10","4.80","5.70","2.80","0.30","5.00","4.50","14.10","14.3","0.532","0.285","0.471","1.9","11.3","6.5","32.0","3.9","0.7","27.5","22.6","0.20","1.20","1.40","0.085","-3.7","0.9","-2.8"
"Duke Miles","Troy","Sun Belt",2022,369,"-3.52","-3.56","4.40","10.90","0.406","1.50","4.90","0.311","2.90","6.10","0.482","5.10","6.60","0.770","1.10","2.50","3.60","5.10","4.20","0.30","3.90","5.00","15.50","18.2","0.550","0.446","0.604","3.1","7.1","5.1","26.2","6.1","0.9","21.7","22.4","0.60","0.90","1.50","0.164","-0.4","4.6","4.2"
"Duke Miles","Troy","Sun Belt",2023,129,"-1.25","1.39","9.30","19.20","0.484","2.50","5.30","0.471","6.80","14.00","0.489","5.00","7.40","0.667","1.60","3.10","4.70","4.30","1.20","0.00","4.30","4.30","26.00","21.9","0.572","0.274","0.387","4.4","9.3","6.8","26.3","1.8","0.0","16.0","33.8","0.30","0.20","0.50","0.162","-0.9","-2.5","-3.5"
"Duke Miles","High Point","Big South",2024,1010,"-4.83","2.15","8.30","15.80","0.528","1.70","4.80","0.361","6.60","10.90","0.601","4.50","5.60","0.801","0.20","3.00","3.20","4.70","1.70","0.20","2.60","3.40","22.90","23.8","0.620","0.307","0.354","0.5","8.5","4.5","24.7","2.5","0.5","12.3","25.6","4.00","1.00","5.10","0.200","3.8","0.4","4.2"
"Duke Miles","Oklahoma","SEC",2025,838,"11.22","14.86","5.20","10.00","0.514","1.90","4.40","0.430","3.20","5.60","0.581","3.10","3.70","0.831","0.70","3.40","4.10","3.30","2.30","0.10","2.00","3.10","15.30","17.5","0.649","0.443","0.367","2.1","9.9","6.2","15.8","3.3","0.3","14.3","17.5","2.00","0.90","3.00","0.142","3.7","3.4","7.1"
"E.J. Anosike","Sacred Heart","NEC",2018,414,"-6.98","-11.38","4.10","10.60","0.382","0.00","0.50","0.000","4.10","10.10","0.400","4.00","5.60","0.707","4.20","7.10","11.20","1.20","0.60","1.40","3.40","4.90","12.10","11.2","0.454","0.045","0.527","11.5","19.7","15.5","5.4","0.8","3.9","20.3","20.4","0.00","0.60","0.50","0.053","-5.3","-0.8","-6.1"
"E.J. Anosike","Sacred Heart","NEC",2019,928,"-8.11","-7.88","6.70","13.00","0.518","0.80","2.30","0.358","5.90","10.70","0.552","5.40","7.20","0.759","4.50","6.60","11.10","1.30","0.80","0.60","2.10","3.40","19.70","22.6","0.602","0.176","0.551","12.9","17.8","15.4","6.0","1.1","1.7","11.2","21.7","3.10","0.80","4.00","0.172","3.0","-2.1","0.9"
"E.J. Anosike","Sacred Heart","NEC",2020,1095,"-7.40","-4.75","6.60","13.70","0.484","0.70","2.90","0.250","5.90","10.80","0.547","4.90","6.70","0.728","5.00","8.90","14.00","2.10","1.20","0.30","2.50","2.60","18.90","25.0","0.559","0.213","0.489","13.8","22.9","18.5","11.0","1.7","0.8","13.0","23.5","3.70","1.80","5.50","0.201","3.3","-0.8","2.5"
"E.J. Anosike","Tennessee","SEC",2021,188,"8.46","16.87","2.80","8.10","0.342","0.00","0.00",NULL,"2.80","8.10","0.342","2.60","4.30","0.600","4.70","4.30","8.90","1.30","1.70","0.20","1.10","4.30","8.10","11.4","0.400","0.000","0.526","13.5","12.1","12.8","5.7","2.5","0.6","9.5","14.1","0.20","0.40","0.50","0.117","-1.3","2.5","1.1"
"Ebrima Dibba","Coastal Carolina","Sun Belt",2019,800,"-1.94","-0.50","3.70","8.20","0.454","0.70","2.20","0.302","3.10","6.00","0.508","3.00","3.90","0.769","0.50","4.90","5.40","6.20","1.70","0.20","3.40","2.40","11.10","14.1","0.552","0.264","0.479","1.3","13.9","7.7","27.3","2.4","0.6","25.1","16.2","1.00","0.90","2.00","0.098","-0.7","0.6","-0.1"
"Ebrima Dibba","Coastal Carolina","Sun Belt",2020,182,"-0.31","-0.83","5.10","11.40","0.442","0.40","0.90","0.500","4.60","10.50","0.438","3.70","4.00","0.944","1.50","4.00","5.50","6.40","2.20","0.00","2.00","2.20","14.30","20.1","0.537","0.077","0.346","4.1","10.6","7.4","28.1","3.0","0.0","12.9","17.4","0.50","0.20","0.70","0.156","2.1","0.9","3.0"
"Ebrima Dibba","Coastal Carolina","Sun Belt",2021,862,"-7.60","-2.74","3.20","7.40","0.438","0.50","1.70","0.297","2.70","5.70","0.480","2.10","2.80","0.750","1.00","5.80","6.70","6.60","1.90","0.10","3.60","1.90","9.10","13.1","0.520","0.231","0.375","2.7","14.4","8.8","26.9","2.6","0.4","29.3","14.4","0.90","1.70","2.60","0.120","-2.8","0.4","-2.3"
"Ebrima Dibba","Coastal Carolina","Sun Belt",2022,1060,"-2.41","0.66","3.20","7.00","0.457","0.40","1.20","0.344","2.80","5.80","0.481","2.90","3.60","0.802","0.70","5.00","5.70","6.50","1.60","0.00","3.40","2.10","9.70","14.1","0.557","0.172","0.516","2.1","13.1","7.8","28.5","2.3","0.0","28.2","15.3","1.40","1.80","3.30","0.123","-1.9","0.9","-1.0"
"Ebrima Dibba","South Carolina","SEC",2024,29,"6.48","10.98","1.40","6.90","0.200","0.00","1.40","0.000","1.40","5.50","0.250","1.40","5.50","0.250","0.00","5.50","5.50","2.80","0.00","0.00","1.40","4.10","4.10","-2.4","0.217","0.200","0.800","0.0","16.6","8.1","11.6","0.0","0.0","12.7","14.3","-0.10","0.00","0.00","-0.053","-9.2","-1.0","-10.1"
"El Ellis","Louisville","ACC",2022,655,"7.01","4.23","5.90","14.80","0.397","2.50","7.00","0.360","3.40","7.80","0.430","2.70","4.00","0.692","0.40","3.40","3.70","3.10","0.70","0.00","2.70","2.90","17.00","12.8","0.509","0.471","0.269","1.0","9.6","5.2","16.6","1.1","0.0","14.2","25.1","0.70","0.50","1.10","0.069","0.9","-0.3","0.6"
"El Ellis","Louisville","ACC",2023,1152,"6.45","-5.39","6.60","16.00","0.410","2.00","6.40","0.319","4.50","9.60","0.471","4.40","5.50","0.810","0.30","2.60","2.90","4.90","1.10","0.10","4.20","1.80","19.60","16.4","0.527","0.401","0.343","1.1","7.8","4.5","30.7","1.6","0.2","18.3","29.8","1.60","0.00","1.60","0.056","2.4","-2.5","0.0"
